name,title,amount,desc,type,utf8,func
cmcapacitance,statfarad,,,electrostatic,,
statH,stathenry,,,electrostatic,,
stH,stathenry,,,electrostatic,,
stohm,statohm,,,electrostatic,,
statmho,/statohm,,,electrostatic,,
stmho,statmho,,,electrostatic,,
statweber,sec,statvolt,,electrostatic,,
statWb,statweber,,,electrostatic,,
stWb,statweber,,,electrostatic,,
stattesla,statWb/cm^2,,Defined by analogy with SI; rarely,electrostatic,,
statT,stattesla,,if ever used,electrostatic,,
stT,stattesla,,,electrostatic,,
helmholtz,debye/angstrom^2,,Dipole moment per area,electrostatic,,
jar,statfarad,1000,approx capacitance of Leyden jar,electrostatic,,
abampere,A,10,Current which produces a force of,electrostatic,,
abamp,abampere,,2 dyne/cm between two infinitely,electrostatic,,
abA,abampere,,,electrostatic,,
biot,abampere,,,electrostatic,,
Bi,biot,,,electrostatic,,
abcoulomb,sec,abamp,,electrostatic,,
abcoul,abcoulomb,,,electrostatic,,
abC,abcoulomb,,,electrostatic,,
abF,abfarad,,,electrostatic,,
abH,abhenry,,,electrostatic,,
abV,abvolt,,,electrostatic,,
abmho,/abohm,,,electrostatic,,
Gs,gauss,,carrying a current of 1 abampere,electrostatic,,
maxwell,cm^2,gauss,"Also called the ""line""",electrostatic,,
Mx,maxwell,,,electrostatic,,
Oe,oersted,,,electrostatic,,
Gb,gilbert,,,electrostatic,,
Gi,gilbert,,,electrostatic,,
emu,erg/gauss,,"""electro-magnetic unit"", a measure of",electrostatic,,
intampere,A,0.999835,Defined as the current which in one,electrostatic,,
intamp,intampere,,second deposits .001118 gram of,electrostatic,,
intfarad,F,0.999505,,electrostatic,,
intvolt,V,1.00033,,electrostatic,,
intohm,ohm,1.000495,Defined as the resistance of a,electrostatic,,
daniell,V,1.042,Meant to be electromotive force of a,electrostatic,,
faraday_phys,C,96521.9,liberate one gram equivalent of any,electrostatic,,
faraday_chem,C,96495.7,element.  (The chemical and physical,electrostatic,,
kappline,maxwell,6000,Named by and for Gisbert Kapp,electrostatic,,
siemensunit,ohm,0.9534,Resistance of a meter long column of,electrostatic,,
geometricpace,ft,5,distance between points where the same,human,,
pace,ft,2.5,distance between points where alternate,human,,
USmilitarypace,in,30,United States official military pace,human,,
USdoubletimepace,in,36,United States official doubletime pace,human,,
fingerbreadth,in,7|8,The finger is defined as either the width,human,,
fingerlength,in,4.5,or length of the finger,human,,
finger,fingerbreadth,,,human,,
palmwidth,hand,,The palm is a unit defined as either the width,human,,
palmlength,in,8,or the length of the hand,human,,
hand,inch,4,width of hand,human,,
shaftment,inch,6,Distance from tip of outstretched thumb to the,human,,
IACS,copperconductivity,,a 1 mm^2 cross section,conductivity,,
copperdensity,g/cm^3,8.89,"The ""ounce"" measures the",conductivity,,
ozcu,ouncecopper,,in circuitboard fabrication,conductivity,,
pi,3.14159265358979323846,,,constants,,
π,pi,,,constants,,
c,m/s,2.99792458e8,speed of light in vacuum (exact),constants,,
light,c,,,constants,,
epsilon0,c^2,1/mu0,permittivity of vacuum (exact),constants,,
energy,c^2,,convert mass to energy,constants,,
e,C,1.6021766208e-19,electron charge,constants,,
eV,V,e,Energy acquired by a particle with charge e,constants,,
electronvolt,eV,,when it is accelerated through 1 V,constants,,
spin,hbar,,,constants,,
atomicmassunit,kg,1.660539040e-27,atomic mass unit (defined to be,constants,,
u,atomicmassunit,,1|12 of the mass of carbon 12),constants,,
amu,atomicmassunit,,,constants,,
amu_chem,kg,1.66026e-27,1|16 of the weighted average mass of,constants,,
amu_phys,kg,1.65981e-27,1|16 of the mass of a neutral,constants,,
dalton,u,,Maybe this should be amu_chem?,constants,,
avogadro,mol,grams/amu,size of a mole,constants,,
N_A,avogadro,,,constants,,
gasconstant,N_A,k,molar gas constant,constants,,
R,gasconstant,,,constants,,
boltzmann,J/K,1.38064852e-23,Boltzmann constant,constants,,
k,boltzmann,,,constants,,
kboltzmann,boltzmann,,,constants,,
sigma,stefanboltzmann,,blackbody at temperature T is,constants,,
K_J90,GHz/V,483597.9,Direct measurement of the volt is difficult.  Until,constants,,
K_J,GHz/V,483597.8525,"recently, laboratories kept Weston cadmium cells as",constants,,
R_K90,ohm,25812.807,Measurement of the ohm also presents difficulties.,constants,,
R_K,ohm,25812.8074555,The old approach involved maintaining resistances,constants,,
gravity,m/s^2,9.80665,std acceleration of gravity (exact),constants,,
force,gravity,,use to turn masses into forces,constants,,
atm,Pa,101325,Standard atmospheric pressure,constants,,
atmosphere,atm,,,constants,,
water,force/cm^3,gram,Standard weight of water (exact),constants,,
H2O,water,,,constants,,
wc,water,,water column,constants,,
mach,m/s,331.46,speed of sound in dry air at STP,constants,,
standardtemp,K,273.15,standard temperature,constants,,
stdtemp,standardtemp,,,constants,,
normaltemp,tempF(70),,"for gas density, from NIST",constants,,
normtemp,normaltemp,,Handbook 44,constants,,
inch,cm,2.54,,constants,,
in,inch,,,constants,,
foot,inch,12,,constants,,
feet,foot,,,constants,,
ft,foot,,,constants,,
Rinfinity,/m,10973731.568539,The wavelengths of a spectral series,constants,,
R_H,/m,10967760,can be expressed as,constants,,
alpha,7.2973525664e-3,,The fine structure constant was,constants,,
prout,keV,185.5,nuclear binding energy equal to 1|12,constants,,
planckmass,kg,2.17651e-8,sqrt(hbar c / G),constants,,
m_P,planckmass,,,constants,,
t_P,plancktime,,,constants,,
plancklength,c,plancktime,,constants,,
l_P,plancklength,,,constants,,
deuteronchargeradius,m,2.1413e-15,,constants,,
protonchargeradius,m,0.8751e-15,,constants,,
electronmass,u,5.48579909070e-4,,constants,,
m_e,electronmass,,,constants,,
protonmass,u,1.007276466879,,constants,,
m_p,protonmass,,,constants,,
neutronmass,u,1.00866491588,,constants,,
m_n,neutronmass,,,constants,,
muonmass,u,0.1134289257,,constants,,
m_mu,muonmass,,,constants,,
deuteronmass,u,2.013553212745,,constants,,
m_d,deuteronmass,,,constants,,
alphaparticlemass,u,4.001506179127,,constants,,
m_alpha,alphaparticlemass,,,constants,,
taumass,u,1.90749,,constants,,
m_tau,taumass,,,constants,,
tritonmass,u,3.01550071632,,constants,,
m_t,tritonmass,,,constants,,
helionmass,u,3.01493224673,,constants,,
m_h,helionmass,,,constants,,
lambda_C,electronwavelength,,,constants,,
lambda_Cp,protonwavelength,,,constants,,
lambda_Cn,neutronwavelength,,,constants,,
mu_B,bohrmagneton,,,constants,,
mu_N,nuclearmagneton,,,constants,,
mu_mu,J/T,-4.49044826e-26,Muon magnetic moment,constants,,
mu_p,J/T,1.4106067873e-26,Proton magnetic moment,constants,,
mu_e,J/T,-928.4764620e-26,Electron magnetic moment,constants,,
mu_n,J/T,-0.96623650e-26,Neutron magnetic moment,constants,,
mu_d,J/T,0.4330735040e-26,Deuteron magnetic moment,constants,,
mu_t,J/T,1.504609503e-26,Triton magnetic moment,constants,,
mu_h,J/T,-1.074617522e-26,Helion magnetic moment,constants,,
kgf,force,kg,,constants,,
at,technicalatmosphere,,,constants,,
mmHg,Hg,mm,,constants,,
tor,Pa,,Suggested in 1913 but seldom used [24].,constants,,
inHg,Hg,inch,,constants,,
inH2O,water,inch,,constants,,
mmH2O,water,mm,,constants,,
lightyear,julianyear,c,The 365.25 day year is specified in,constants,,
ly,lightyear,,NIST publication 811,constants,,
lightsecond,s,c,,constants,,
lightminute,min,c,,constants,,
crith,gram,0.089885,The crith is the mass of one,constants,,
amagatvolume,molarvolume,,,constants,,
amagat,mol/amagatvolume,,Used to measure gas densities,constants,,
invcm,cminv,,spectroscopy.,constants,,
wavenumber,cminv,,,constants,,
dyn,dyne,,,constants,,
erg,dyne,cm,energy,constants,,
P,poise,,,constants,,
rhe,/poise,,reciprocal viscosity,constants,,
St,stokes,,,constants,,
stoke,stokes,,,constants,,
lentor,stokes,,old name,constants,,
galileo,Gal,,for earth's gravitational field,constants,,
barye,dyne/cm^2,,pressure,constants,,
barad,barye,,old name,constants,,
kayser,1/cm,,Proposed as a unit for wavenumber,constants,,
balmer,kayser,,"Even less common name than ""kayser""",constants,,
kine,cm/s,,velocity,constants,,
pond,force,gram,,constants,,
ray,acousticalohm,,,constants,,
eotvos,Gal/cm,1e-9,Change in gravitational acceleration,constants,,
sec,s,,,time,,
minute,s,60,,time,,
min,minute,,,time,,
hour,min,60,,time,,
h,hour,,,time,,
hr,hour,,,time,,
day,hr,24,,time,,
d,day,,,time,,
da,day,,,time,,
week,day,7,,time,,
wk,week,,,time,,
sennight,day,7,,time,,
fortnight,day,14,,time,,
blink,day,1e-5,Actual human blink takes 1|3 second,time,,
ce,day,1e-2,,time,,
cron,years,1e6,,time,,
watch,hours,4,time a sentry stands watch or a ship's,time,,
bell,watch,1|8,Bell would be sounded every 30 minutes.,time,,
decimalhour,day,1|10,,time,,
decimalminute,decimalhour,1|100,,time,,
decimalsecond,decimalminute,1|100,,time,,
beat,decimalminute,,Swatch Internet Time,time,,
N,newton,,,derived,,
pascal,N/m^2,,pressure or stress,derived,,
Pa,pascal,,,derived,,
joule,m,N,energy,derived,,
J,joule,,,derived,,
watt,J/s,,power,derived,,
W,watt,,,derived,,
coulomb,s,A,charge,derived,,
C,coulomb,,,derived,,
volt,W/A,,potential difference,derived,,
V,volt,,,derived,,
ohm,V/A,,electrical resistance,derived,,
siemens,A/V,,electrical conductance,derived,,
S,siemens,,,derived,,
farad,C/V,,capacitance,derived,,
F,farad,,,derived,,
weber,s,V,magnetic flux,derived,,
Wb,weber,,,derived,,
H,henry,,,derived,,
tesla,Wb/m^2,,magnetic flux density,derived,,
T,tesla,,,derived,,
hertz,/s,,frequency,derived,,
Hz,hertz,,,derived,,
LENGTH,meter,,,derived,,
AREA,LENGTH^2,,,derived,,
VOLUME,LENGTH^3,,,derived,,
MASS,kilogram,,,derived,,
AMOUNT,mole,,,derived,,
ANGLE,radian,,,derived,,
SOLID_ANGLE,steradian,,,derived,,
MONEY,US$,,,derived,,
FORCE,newton,,,derived,,
FREQUENCY,hertz,,,derived,,
CURRENT,ampere,,,derived,,
CHARGE,coulomb,,,derived,,
CAPACITANCE,farad,,,derived,,
RESISTANCE,ohm,,,derived,,
CONDUCTANCE,siemens,,,derived,,
INDUCTANCE,henry,,,derived,,
B_FIELD,tesla,,,derived,,
ELECTRIC_DIPOLE_MOMENT,m,C,,derived,,
ELECTRIC_POTENTIAL,volt,,,derived,,
VOLTAGE,ELECTRIC_POTENTIAL,,,derived,,
E_FLUX,AREA,E_FIELD,,derived,,
D_FLUX,AREA,D_FIELD,,derived,,
B_FLUX,AREA,B_FIELD,,derived,,
H_FLUX,AREA,H_FIELD,,derived,,
gram,millikg,,,derived,,
gm,gram,,,derived,,
g,gram,,,derived,,
tonne,kg,1000,,derived,,
t,tonne,,,derived,,
metricton,tonne,,,derived,,
funal,sthene,,,derived,,
quintal,kg,100,,derived,,
bar,Pa,1e5,About 1 atm,derived,,
b,bar,,,derived,,
vac,millibar,,,derived,,
micron,micrometer,,One millionth of a meter,derived,,
bicron,picometer,,One brbillionth of a meter,derived,,
cc,cm^3,,,derived,,
are,m^2,100,,derived,,
a,are,,,derived,,
liter,cc,1000,The liter was defined in 1901 as the,derived,,
oldliter,dm^3,1.000028,space occupied by 1 kg of pure water at,derived,,
L,liter,,the temperature of its maximum density,derived,,
l,liter,,under a pressure of 1 atm.  This was,derived,,
mho,siemens,,"Inverse of ohm, hence ohm spelled backward",derived,,
galvat,ampere,,Named after Luigi Galvani,derived,,
angstrom,m,1e-10,Convenient for describing molecular sizes,derived,,
xunit,xunit_cu,,Used for measuring x-ray wavelengths.,derived,,
siegbahn,xunit,,Originally defined to be 1|3029.45 of,derived,,
xunit_cu,m,1.00207697e-13,the spacing of calcite planes at 18,derived,,
xunit_mo,m,1.00209952e-13,degC.  It was intended to be exactly,derived,,
angstromstar,angstrom,1.00001495,Defined by JA Bearden in 1965,derived,,
fermi,m,1e-15,Convenient for describing nuclear sizes,derived,,
barn,m^2,1e-28,Used to measure cross section for,derived,,
shed,barn,1e-24,Defined to be a smaller companion to the,derived,,
brewster,micron^2/N,,measures stress-optical coef,derived,,
diopter,/m,,measures reciprocal of lens focal length,derived,,
fresnel,Hz,1e12,occasionally used in spectroscopy,derived,,
shake,sec,1e-8,,derived,,
svedberg,s,1e-13,Used for measuring the sedimentation,derived,,
gamma,microgram,,Also used for 1e-9 tesla,derived,,
lambda,microliter,,,derived,,
spat,m,1e12,Rarely used for astronomical measurements,derived,,
planck,s,J,action of one joule over one second,derived,,
sturgeon,/henry,,magnetic reluctance,derived,,
daraf,1/farad,,elastance (farad spelled backwards),derived,,
leo,m/s^2,10,,derived,,
mayer,K,J/g,specific heat,derived,,
mired,microK,/,reciprocal color temperature.  The name,derived,,
crocodile,megavolt,,used informally in UK physics labs,derived,,
metricounce,g,25,,derived,,
mounce,metricounce,,,derived,,
finsenunit,W/m^2,1e5,Measures intensity of ultraviolet light,derived,,
jansky,fluxunit,,K. G. Jansky identified radio waves coming,derived,,
Jy,jansky,,from outer space in 1931.,derived,,
katal,mol/sec,,Measure of the amount of a catalyst.  One,derived,,
kat,katal,,katal of catalyst enables the reaction,derived,,
solarluminosity,W,382.8e24,A common yardstick for comparing the,derived,,
TEMPERATURE,kelvin,,,temperature,,
TEMPERATURE_DIFFERENCE,kelvin,,,temperature,,
tempcelsius(),tempC,,,temperature,,true
degcelsius,K,,,temperature,,true
degC,K,,,temperature,,true
tempfahrenheit(),tempF,,,temperature,,true
degreesrankine,degF,,The Rankine scale has the,temperature,,true
degrankine,degreesrankine,,"Fahrenheit degree, but its zero",temperature,,true
degreerankine,degF,,is at absolute zero.,temperature,,true
degR,degrankine,,,temperature,,true
tempR,degrankine,,,temperature,,true
temprankine,degrankine,,,temperature,,true
degK,K,,"""Degrees Kelvin"" is forbidden usage.",temperature,,true
tempK,K,,For consistency,temperature,,true
degree,circle,1|360,,angles,,
deg,degree,,,angles,,
arcdeg,degree,,,angles,,
arcmin,degree,1|60,,angles,,
arcminute,arcmin,,,angles,,
',arcmin,,,angles,,
arcsec,arcmin,1|60,,angles,,
arcsecond,arcsec,,,angles,,
"""",arcsec,,,angles,,
'',"""",,,angles,,
rightangle,degrees,90,,angles,,
quadrant,circle,1|4,,angles,,
quintant,circle,1|5,,angles,,
sextant,circle,1|6,,angles,,
sign,circle,1|12,Angular extent of one sign of the zodiac,angles,,
turn,circle,,,angles,,
revolution,turn,,,angles,,
rev,turn,,,angles,,
gon,rightangle,1|100,measure of grade,angles,,
grade,gon,,,angles,,
centesimalminute,grade,1|100,,angles,,
centesimalsecond,centesimalminute,1|100,,angles,,
milangle,circle,1|6400,Official NIST definition.,angles,,
pointangle,circle,1|32,Used for reporting compass readings,angles,,
centrad,radian,0.01,Used for angular deviation of light,angles,,
mas,milliarcsec,,Used by astronomers,angles,,
seclongitude,(seconds/day),circle,Astronomers measure longitude,angles,,
squareminute,squaredegree,1|60^2,,angles,,
squaresecond,squareminute,1|60^2,,angles,,
squarearcmin,squareminute,,,angles,,
squarearcsec,squaresecond,,,angles,,
percent,0.01,,,concentration,,
%,percent,,,concentration,,
mill,0.001,,Originally established by Congress in 1791,concentration,,
proof,1|200,,Alcohol content measured by volume at,concentration,,
ppm,1e-6,,,concentration,,
partspermillion,ppm,,,concentration,,
ppb,1e-9,,,concentration,,
partsperbillion,ppb,,USA billion,concentration,,
ppt,1e-12,,,concentration,,
partspertrillion,ppt,,USA trillion,concentration,,
karat,1|24,,measure of gold purity,concentration,,
caratgold,karat,,,concentration,,
gammil,mg/l,,,concentration,,
basispoint,%,0.01,Used in finance,concentration,,
fine,1|1000,,Measure of gold purity,concentration,,
tbl,tablespoon,,,cooking,,
tbsp,tablespoon,,,cooking,,
tblsp,tablespoon,,,cooking,,
Tb,tablespoon,,,cooking,,
tsp,teaspoon,,,cooking,,
saltspoon,tsp,1|4,,cooking,,
uscup,usfloz,8,,cooking,,
ustablespoon,uscup,1|16,,cooking,,
usteaspoon,ustablespoon,1|3,,cooking,,
ustbl,ustablespoon,,,cooking,,
ustbsp,ustablespoon,,,cooking,,
ustblsp,ustablespoon,,,cooking,,
ustsp,usteaspoon,,,cooking,,
metriccup,ml,250,,cooking,,
stickbutter,lb,1|4,Butter in the USA is sold in one,cooking,,
legalcup,ml,240,The cup used on nutrition labeling,cooking,,
legaltablespoon,legalcup,1|16,,cooking,,
legaltbsp,legaltablespoon,,,cooking,,
number1can,usfloz,10,,cooking,,true
number2can,usfloz,19,,cooking,,true
number2_5can,uscups,3.5,,cooking,,true
number3can,uscups,4,,cooking,,true
number5can,uscups,7,,cooking,,true
number10can,usfloz,105,,cooking,,true
brcup,brpint,1|2,,cooking,,true
brteacup,brpint,1|3,,cooking,,true
brtablespoon,ml,15,"Also 5|8 brfloz, approx 17.7 ml",cooking,,true
brteaspoon,brtablespoon,1|3,Also 1|4 brtablespoon,cooking,,true
brdessertspoon,brteaspoon,2,,cooking,,true
dessertspoon,brdessertspoon,,,cooking,,true
dsp,dessertspoon,,,cooking,,true
brtsp,brteaspoon,,,cooking,,true
brtbl,brtablespoon,,,cooking,,true
brtbsp,brtablespoon,,,cooking,,true
brtblsp,brtablespoon,,,cooking,,true
australiatablespoon,ml,20,,cooking,,true
austbl,australiatablespoon,,,cooking,,true
austbsp,australiatablespoon,,,cooking,,true
austblsp,australiatablespoon,,,cooking,,true
australiateaspoon,australiatablespoon,1|4,,cooking,,true
austsp,australiateaspoon,,,cooking,,true
etto,g,100,Used for buying items like meat and,cooking,,true
etti,etto,,cheese.,cooking,,true
catty,kg,0.5,,cooking,,true
oldcatty,lbs,4|3,Before metric conversion.,cooking,,true
tael,oldcatty,1|16,Should the tael be defined both ways?,cooking,,true
mace,tael,0.1,,cooking,,true
oldpicul,oldcatty,100,,cooking,,true
picul,catty,100,Chinese usage,cooking,,true
seer,grain,14400,British Colonial standard,cooking,,true
ser,seer,,,cooking,,true
maund,seer,40,,cooking,,true
pakistanseer,kg,1,,cooking,,true
pakistanmaund,pakistanseer,40,,cooking,,true
chittak,seer,1|16,,cooking,,true
tola,chittak,1|5,,cooking,,true
ollock,liter,1|4,Is this right?,cooking,,true
japancup,ml,200,,cooking,,true
butter,oz/uscup,8,,cooking,,true
butter_clarified,oz/uscup,6.8,,cooking,,true
cocoa_butter,oz/uscup,9,,cooking,,true
shortening,oz/uscup,6.75,vegetable shortening,cooking,,true
oil,oz/uscup,7.5,,cooking,,true
cakeflour_sifted,oz/uscup,3.5,The density of flour depends on the,cooking,,true
cakeflour_spooned,oz/uscup,4,"measuring method.  ""Scooped"",  or",cooking,,true
cakeflour_scooped,oz/uscup,4.5,"""dip and sweep"" refers to dipping a",cooking,,true
flour_sifted,oz/uscup,4,"measure into a bin, and then sweeping",cooking,,true
flour_spooned,oz/uscup,4.25,"the excess off the top.  ""Spooned""",cooking,,true
flour_scooped,oz/uscup,5,means to lightly spoon into a measure,cooking,,true
breadflour_sifted,oz/uscup,4.25,and then sweep the top.  Sifted means,cooking,,true
breadflour_spooned,oz/uscup,4.5,sifting the flour directly into a,cooking,,true
breadflour_scooped,oz/uscup,5.5,measure and then sweeping the top.,cooking,,true
cornstarch,grams/uscup,120,,cooking,,true
dutchcocoa_sifted,g/uscup,75,These are for Dutch processed cocoa,cooking,,true
dutchcocoa_spooned,g/uscup,92,,cooking,,true
dutchcocoa_scooped,g/uscup,95,,cooking,,true
cocoa_sifted,g/uscup,75,These are for nonalkalized cocoa,cooking,,true
cocoa_spooned,g/uscup,82,,cooking,,true
cocoa_scooped,g/uscup,95,,cooking,,true
heavycream,g/uscup,232,,cooking,,true
milk,g/uscup,242,,cooking,,true
sourcream,g/uscup,242,,cooking,,true
molasses,oz/uscup,11.25,,cooking,,true
cornsyrup,oz/uscup,11.5,,cooking,,true
honey,oz/uscup,11.75,,cooking,,true
sugar,g/uscup,200,,cooking,,true
powdered_sugar,oz/uscup,4,,cooking,,true
brownsugar_light,g/uscup,217,packed,cooking,,true
brownsugar_dark,g/uscup,239,,cooking,,true
egg,grams,50,without shell,cooking,,true
eggwhite,grams,30,,cooking,,true
eggyolk,grams,18.6,,cooking,,true
eggwhitevolume,ustablespoons,2,,cooking,,true
eggyolkvolume,ustsp,3.5,,cooking,,true
ethanoldensity,g/cm^3,0.7893,"From CRC Handbook, 91st Edition",cooking,,true
alcoholdensity,ethanoldensity,,,cooking,,true
brix(~sugar_conc_bpe(T-tempC(100))),;\,,,cooking,,true
brix(~sugar_conc_bpe(tempF(T)+-tempC(100))),;\,,,cooking,,true
brix(~sugar_conc_bpe(tempC(T)+-tempC(100))),;\,,,cooking,,true
baumeconst,145,,US value,cooking,,true
pdl,poundal,,,imperial,,
psia,psi,,absolute pressure,imperial,,
reyn,sec,psi,,imperial,,
slugf,force,slug,,imperial,,
slinchf,force,slinch,pound-force system.  Used in space,imperial,,
geepound,slug,,,imperial,,
lbf,force,lb,,imperial,,
tonf,force,ton,,imperial,,
lbm,lb,,,imperial,,
kip,lbf,1000,from kilopound,imperial,,
mil,inch,0.001,,imperial,,
thou,inch,0.001,,imperial,,
tenth,inch,0.0001,one tenth of one thousandth of an inch,imperial,,
millionth,inch,1e-6,one millionth of an inch,imperial,,
circleinch,circularinch,,A circle with diameter d inches has,imperial,,
cylinderinch,inch,circleinch,"Cylinder h inch tall, d inches diameter",imperial,,
cmil,circularmil,,,imperial,,
cental,pound,100,,imperial,,
centner,cental,,,imperial,,
caliber,inch,0.01,for measuring bullets,imperial,,
duty,lbf,ft,,imperial,,
australiapoint,inch,0.01,"The ""point"" is used to measure rainfall",imperial,,
sabin,ft^2,,Measure of sound absorption equal to the,imperial,,
flag,ft^2,5,Construction term referring to sidewalk.,imperial,,
rollwallpaper,ft^2,30,Area of roll of wall paper,imperial,,
pinlength,inch,1|16,A,imperial,,
buttonline,inch,1|40,The line was used in 19th century USA,imperial,,
beespace,inch,1|4,Bees will fill any space that is smaller,imperial,,
diamond,ft,8|5,Marking on US tape measures that is,imperial,,
retmaunit,in,1.75,Height of rack mountable equipment.,imperial,,
U,retmaunit,,Equipment should be 1|32 inch narrower,imperial,,
RU,U,,than its U measurement indicates to,imperial,,
count,pound,per,For measuring the size of shrimp,imperial,,
ENERGY,joule,,,energy,,
WORK,joule,,,energy,,
calorie,cal_th,,Default is the thermochemical calorie,energy,,
cal,calorie,,,energy,,
calorie_th,J,4.184,"Thermochemical calorie, defined in 1930",energy,,
thermcalorie,calorie_th,,by Frederick Rossini as 4.1833 J to,energy,,
cal_th,calorie_th,,avoid difficulties associated with the,energy,,
calorie_IT,J,4.1868,"International (Steam) Table calorie,",energy,,
cal_IT,calorie_IT,,defined in 1929 as watt-hour/860 or,energy,,
calorie_15,J,4.18580,Energy to go from 14.5 to 15.5 degC,energy,,
cal_15,calorie_15,,,energy,,
calorie_fifteen,cal_15,,,energy,,
calorie_20,J,4.18190,Energy to go from 19.5 to 20.5 degC,energy,,
cal_20,calorie_20,,,energy,,
calorie_twenty,calorie_20,,,energy,,
calorie_4,J,4.204,Energy to go from 3.5 to 4.5 degC,energy,,
cal_4,calorie_4,,,energy,,
calorie_four,calorie_4,,,energy,,
cal_mean,J,4.19002,1|100 energy to go from 0 to 100 degC,energy,,
Calorie,kilocalorie,,the food Calorie,energy,,
thermie,cal_15,1e6,Heat required to raise the,energy,,
btu,btu_IT,,International Table BTU is the default,energy,,
britishthermalunit,btu,,,energy,,
btu_ISO,J,1055.06,"Exact, rounded ISO definition based",energy,,
quad,btu,quadrillion,,energy,,
ECtherm,btu_ISO,1e5,Exact definition,energy,,
UStherm,J,1.054804e8,"Exact definition,",energy,,
therm,UStherm,,,energy,,
water_vaporization_heat,J/g,2256.4,"At saturation, 100 deg C, 101.42 kPa",energy,,
water_specificheat,specificheat_water,,,energy,,
tonoil,cal_IT,1e10,Ton oil equivalent.  A conventional,energy,,
toe,tonoil,,"burning one metric ton of oil. [18,E2]",energy,,
toncoal,cal_IT,7e9,Energy in metric ton coal from [18].,energy,,
barreloil,Mbtu,5.8,Conventional value for barrel of crude,energy,,
naturalgas_HHV,btu/ft^3,1027,Energy content of natural gas.  HHV,energy,,
naturalgas_LHV,btu/ft^3,930,is for Higher Heating Value and,energy,,
